nameOfIssuer,nameOfIssuer_link,cusip,value,fund_name
SUPER MICRO COMPUTER INC,"<a href=""http://www.google.com/search?q=stock price SUPER MICRO COMPUTER INC"" 
        target=""_blank"">SUPER MICRO COMPUTER INC</a>",86800U104,404388276,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
LAUDER ESTEE COS INC,"<a href=""http://www.google.com/search?q=stock price LAUDER ESTEE COS INC"" 
        target=""_blank"">LAUDER ESTEE COS INC</a>",518439104,400461750,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
MICRON TECHNOLOGY INC,"<a href=""http://www.google.com/search?q=stock price MICRON TECHNOLOGY INC"" 
        target=""_blank"">MICRON TECHNOLOGY INC</a>",595112103,400133658,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SCHWAB CHARLES CORP,"<a href=""http://www.google.com/search?q=stock price SCHWAB CHARLES CORP"" 
        target=""_blank"">SCHWAB CHARLES CORP</a>",808513105,399019360,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'III Capital Management ']"
AMGEN INC,"<a href=""http://www.google.com/search?q=stock price AMGEN INC"" 
        target=""_blank"">AMGEN INC</a>",031162100,395768282,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
MICROSTRATEGY INC,"<a href=""http://www.google.com/search?q=stock price MICROSTRATEGY INC"" 
        target=""_blank"">MICROSTRATEGY INC</a>",594972408,393625584,"['CITADEL ADVISORS LLC', 'TWO SIGMA INVESTMENTS, LP']"
UNITED STATES STL CORP NEW,"<a href=""http://www.google.com/search?q=stock price UNITED STATES STL CORP NEW"" 
        target=""_blank"">UNITED STATES STL CORP NEW</a>",912909108,390056240,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'POLAR ASSET MANAGEMENT PARTNERS', 'TWO SIGMA INVESTMENTS, LP']"
SHOPIFY INC,"<a href=""http://www.google.com/search?q=stock price SHOPIFY INC"" 
        target=""_blank"">SHOPIFY INC</a>",82509L107,387903050,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
WALMART INC,"<a href=""http://www.google.com/search?q=stock price WALMART INC"" 
        target=""_blank"">WALMART INC</a>",931142103,387708645,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SPDR SER TR,"<a href=""http://www.google.com/search?q=stock price SPDR SER TR"" 
        target=""_blank"">SPDR SER TR</a>",78464A888,381434684,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'POLAR ASSET MANAGEMENT PARTNERS']"
SERVICENOW INC,"<a href=""http://www.google.com/search?q=stock price SERVICENOW INC"" 
        target=""_blank"">SERVICENOW INC</a>",81762P102,377053713,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
AMERICAN EXPRESS CO,"<a href=""http://www.google.com/search?q=stock price AMERICAN EXPRESS CO"" 
        target=""_blank"">AMERICAN EXPRESS CO</a>",025816109,376497198,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
FORD MTR CO DEL,"<a href=""http://www.google.com/search?q=stock price FORD MTR CO DEL"" 
        target=""_blank"">FORD MTR CO DEL</a>",345370860,372222869,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'III Capital Management ']"
BRISTOL-MYERS SQUIBB CO,"<a href=""http://www.google.com/search?q=stock price BRISTOL-MYERS SQUIBB CO"" 
        target=""_blank"">BRISTOL-MYERS SQUIBB CO</a>",110122108,368005582,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
DOLLAR GEN CORP NEW,"<a href=""http://www.google.com/search?q=stock price DOLLAR GEN CORP NEW"" 
        target=""_blank"">DOLLAR GEN CORP NEW</a>",256677105,365311245,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
INTUIT,"<a href=""http://www.google.com/search?q=stock price INTUIT"" 
        target=""_blank"">INTUIT</a>",461202103,359829771,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
DEERE & CO,"<a href=""http://www.google.com/search?q=stock price DEERE & CO"" 
        target=""_blank"">DEERE & CO</a>",244199105,356484105,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
UNITED AIRLS HLDGS INC,"<a href=""http://www.google.com/search?q=stock price UNITED AIRLS HLDGS INC"" 
        target=""_blank"">UNITED AIRLS HLDGS INC</a>",910047109,346815056,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ULTA BEAUTY INC,"<a href=""http://www.google.com/search?q=stock price ULTA BEAUTY INC"" 
        target=""_blank"">ULTA BEAUTY INC</a>",90384S303,345785943,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SNOWFLAKE INC,"<a href=""http://www.google.com/search?q=stock price SNOWFLAKE INC"" 
        target=""_blank"">SNOWFLAKE INC</a>",833445109,345464000,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SELECT SECTOR SPDR TR,"<a href=""http://www.google.com/search?q=stock price SELECT SECTOR SPDR TR"" 
        target=""_blank"">SELECT SECTOR SPDR TR</a>",81369Y886,338188533,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
ARK ETF TR,"<a href=""http://www.google.com/search?q=stock price ARK ETF TR"" 
        target=""_blank"">ARK ETF TR</a>",00214Q104,328396559,"['CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'III Capital Management ']"
GENERAL ELECTRIC CO,"<a href=""http://www.google.com/search?q=stock price GENERAL ELECTRIC CO"" 
        target=""_blank"">GENERAL ELECTRIC CO</a>",369604301,327396476,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SPOTIFY TECHNOLOGY S A,"<a href=""http://www.google.com/search?q=stock price SPOTIFY TECHNOLOGY S A"" 
        target=""_blank"">SPOTIFY TECHNOLOGY S A</a>",L8681T102,326681535,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
TAIWAN SEMICONDUCTOR MFG LTD,"<a href=""http://www.google.com/search?q=stock price TAIWAN SEMICONDUCTOR MFG LTD"" 
        target=""_blank"">TAIWAN SEMICONDUCTOR MFG LTD</a>",874039100,325738400,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
WAYFAIR INC,"<a href=""http://www.google.com/search?q=stock price WAYFAIR INC"" 
        target=""_blank"">WAYFAIR INC</a>",94419L101,324350730,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'TWO SIGMA INVESTMENTS, LP']"
INTERNATIONAL BUSINESS MACHS,"<a href=""http://www.google.com/search?q=stock price INTERNATIONAL BUSINESS MACHS"" 
        target=""_blank"">INTERNATIONAL BUSINESS MACHS</a>",459200101,320525290,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ROKU INC,"<a href=""http://www.google.com/search?q=stock price ROKU INC"" 
        target=""_blank"">ROKU INC</a>",77543R102,319783408,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'SOROS FUND MANAGEMENT LLC']"
TEXAS INSTRS INC,"<a href=""http://www.google.com/search?q=stock price TEXAS INSTRS INC"" 
        target=""_blank"">TEXAS INSTRS INC</a>",882508104,315368046,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
APPLIED MATLS INC,"<a href=""http://www.google.com/search?q=stock price APPLIED MATLS INC"" 
        target=""_blank"">APPLIED MATLS INC</a>",038222105,312649237,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ZSCALER INC,"<a href=""http://www.google.com/search?q=stock price ZSCALER INC"" 
        target=""_blank"">ZSCALER INC</a>",98980G102,310915148,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
RIVIAN AUTOMOTIVE INC,"<a href=""http://www.google.com/search?q=stock price RIVIAN AUTOMOTIVE INC"" 
        target=""_blank"">RIVIAN AUTOMOTIVE INC</a>",76954A103,310334136,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'III Capital Management ', 'TWO SIGMA INVESTMENTS, LP']"
COCA COLA CO,"<a href=""http://www.google.com/search?q=stock price COCA COLA CO"" 
        target=""_blank"">COCA COLA CO</a>",191216100,302764661,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
STARBUCKS CORP,"<a href=""http://www.google.com/search?q=stock price STARBUCKS CORP"" 
        target=""_blank"">STARBUCKS CORP</a>",855244109,300904941,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
INTUITIVE SURGICAL INC,"<a href=""http://www.google.com/search?q=stock price INTUITIVE SURGICAL INC"" 
        target=""_blank"">INTUITIVE SURGICAL INC</a>",46120E602,299204584,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'POLAR ASSET MANAGEMENT PARTNERS']"
LOCKHEED MARTIN CORP,"<a href=""http://www.google.com/search?q=stock price LOCKHEED MARTIN CORP"" 
        target=""_blank"">LOCKHEED MARTIN CORP</a>",539830109,298685160,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
T-MOBILE US INC,"<a href=""http://www.google.com/search?q=stock price T-MOBILE US INC"" 
        target=""_blank"">T-MOBILE US INC</a>",872590104,294959101,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'TWO SIGMA INVESTMENTS, LP']"
BLACKROCK INC,"<a href=""http://www.google.com/search?q=stock price BLACKROCK INC"" 
        target=""_blank"">BLACKROCK INC</a>",09247X101,292166820,"['CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
CARNIVAL CORP,"<a href=""http://www.google.com/search?q=stock price CARNIVAL CORP"" 
        target=""_blank"">CARNIVAL CORP</a>",143658300,287019594,"['CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'TWO SIGMA INVESTMENTS, LP']"
ISHARES INC,"<a href=""http://www.google.com/search?q=stock price ISHARES INC"" 
        target=""_blank"">ISHARES INC</a>",464286400,283207464,['CITADEL ADVISORS LLC']
RTX CORPORATION,"<a href=""http://www.google.com/search?q=stock price RTX CORPORATION"" 
        target=""_blank"">RTX CORPORATION</a>",75513E101,279075552,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",464288752,279004698,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
DOMINOS PIZZA INC,"<a href=""http://www.google.com/search?q=stock price DOMINOS PIZZA INC"" 
        target=""_blank"">DOMINOS PIZZA INC</a>",25754A201,277801797,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
DELTA AIR LINES INC DEL,"<a href=""http://www.google.com/search?q=stock price DELTA AIR LINES INC DEL"" 
        target=""_blank"">DELTA AIR LINES INC DEL</a>",247361702,275281821,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
KLA CORP,"<a href=""http://www.google.com/search?q=stock price KLA CORP"" 
        target=""_blank"">KLA CORP</a>",482480100,273094740,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
DEVON ENERGY CORP NEW,"<a href=""http://www.google.com/search?q=stock price DEVON ENERGY CORP NEW"" 
        target=""_blank"">DEVON ENERGY CORP NEW</a>",25179M103,271197510,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SPLUNK INC,"<a href=""http://www.google.com/search?q=stock price SPLUNK INC"" 
        target=""_blank"">SPLUNK INC</a>",848637104,267557070,"['CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'SOROS FUND MANAGEMENT LLC', 'TWO SIGMA INVESTMENTS, LP']"
REGENERON PHARMACEUTICALS,"<a href=""http://www.google.com/search?q=stock price REGENERON PHARMACEUTICALS"" 
        target=""_blank"">REGENERON PHARMACEUTICALS</a>",75886F107,263838316,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
PEPSICO INC,"<a href=""http://www.google.com/search?q=stock price PEPSICO INC"" 
        target=""_blank"">PEPSICO INC</a>",713448108,263744536,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
NEWMONT CORP,"<a href=""http://www.google.com/search?q=stock price NEWMONT CORP"" 
        target=""_blank"">NEWMONT CORP</a>",651639106,262527664,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ABBOTT LABS,"<a href=""http://www.google.com/search?q=stock price ABBOTT LABS"" 
        target=""_blank"">ABBOTT LABS</a>",002824100,261306180,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ZOOM VIDEO COMMUNICATIONS IN,"<a href=""http://www.google.com/search?q=stock price ZOOM VIDEO COMMUNICATIONS IN"" 
        target=""_blank"">ZOOM VIDEO COMMUNICATIONS IN</a>",98980L101,257452182,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
NEXTERA ENERGY INC,"<a href=""http://www.google.com/search?q=stock price NEXTERA ENERGY INC"" 
        target=""_blank"">NEXTERA ENERGY INC</a>",65339F101,254895410,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SEA LTD,"<a href=""http://www.google.com/search?q=stock price SEA LTD"" 
        target=""_blank"">SEA LTD</a>",81141R100,253274850,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
AMERICAN TOWER CORP NEW,"<a href=""http://www.google.com/search?q=stock price AMERICAN TOWER CORP NEW"" 
        target=""_blank"">AMERICAN TOWER CORP NEW</a>",03027X100,251003676,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ABBVIE INC,"<a href=""http://www.google.com/search?q=stock price ABBVIE INC"" 
        target=""_blank"">ABBVIE INC</a>",00287Y109,250431520,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
MARVELL TECHNOLOGY INC,"<a href=""http://www.google.com/search?q=stock price MARVELL TECHNOLOGY INC"" 
        target=""_blank"">MARVELL TECHNOLOGY INC</a>",573874104,247536364,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SPDR SER TR,"<a href=""http://www.google.com/search?q=stock price SPDR SER TR"" 
        target=""_blank"">SPDR SER TR</a>",78468R556,247013022,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
CAPITAL ONE FINL CORP,"<a href=""http://www.google.com/search?q=stock price CAPITAL ONE FINL CORP"" 
        target=""_blank"">CAPITAL ONE FINL CORP</a>",14040H105,244932160,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'SOROS FUND MANAGEMENT LLC']"
PROCTER AND GAMBLE CO,"<a href=""http://www.google.com/search?q=stock price PROCTER AND GAMBLE CO"" 
        target=""_blank"">PROCTER AND GAMBLE CO</a>",742718109,240706604,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",464287184,238923469,"['CITADEL ADVISORS LLC', 'MKP Capital Management, L.L.C.']"
DRAFTKINGS INC NEW,"<a href=""http://www.google.com/search?q=stock price DRAFTKINGS INC NEW"" 
        target=""_blank"">DRAFTKINGS INC NEW</a>",26142V105,237366027,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SOUTHWEST AIRLS CO,"<a href=""http://www.google.com/search?q=stock price SOUTHWEST AIRLS CO"" 
        target=""_blank"">SOUTHWEST AIRLS CO</a>",844741108,237067256,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'TWO SIGMA INVESTMENTS, LP']"
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",464287440,234632538,['CITADEL ADVISORS LLC']
UNITY SOFTWARE INC,"<a href=""http://www.google.com/search?q=stock price UNITY SOFTWARE INC"" 
        target=""_blank"">UNITY SOFTWARE INC</a>",91332U101,229107120,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ALCOA CORP,"<a href=""http://www.google.com/search?q=stock price ALCOA CORP"" 
        target=""_blank"">ALCOA CORP</a>",013872106,228327000,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",464287200,225584649,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
HERSHEY CO,"<a href=""http://www.google.com/search?q=stock price HERSHEY CO"" 
        target=""_blank"">HERSHEY CO</a>",427866108,216233112,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
METLIFE INC,"<a href=""http://www.google.com/search?q=stock price METLIFE INC"" 
        target=""_blank"">METLIFE INC</a>",59156R108,215067986,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
MARATHON PETE CORP,"<a href=""http://www.google.com/search?q=stock price MARATHON PETE CORP"" 
        target=""_blank"">MARATHON PETE CORP</a>",56585A102,214884624,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
TAKE-TWO INTERACTIVE SOFTWAR,"<a href=""http://www.google.com/search?q=stock price TAKE-TWO INTERACTIVE SOFTWAR"" 
        target=""_blank"">TAKE-TWO INTERACTIVE SOFTWAR</a>",874054109,213887743,"['CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
US BANCORP DEL,"<a href=""http://www.google.com/search?q=stock price US BANCORP DEL"" 
        target=""_blank"">US BANCORP DEL</a>",902973304,213478600,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'III Capital Management ']"
THERMO FISHER SCIENTIFIC INC,"<a href=""http://www.google.com/search?q=stock price THERMO FISHER SCIENTIFIC INC"" 
        target=""_blank"">THERMO FISHER SCIENTIFIC INC</a>",883556102,213218343,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
THE CIGNA GROUP,"<a href=""http://www.google.com/search?q=stock price THE CIGNA GROUP"" 
        target=""_blank"">THE CIGNA GROUP</a>",125523100,212280105,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",464287523,210449330,"['CITADEL ADVISORS LLC', 'POLAR ASSET MANAGEMENT PARTNERS']"
NORWEGIAN CRUISE LINE HLDG L,"<a href=""http://www.google.com/search?q=stock price NORWEGIAN CRUISE LINE HLDG L"" 
        target=""_blank"">NORWEGIAN CRUISE LINE HLDG L</a>",G66721104,209021208,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'TWO SIGMA INVESTMENTS, LP']"
ACCENTURE PLC IRELAND,"<a href=""http://www.google.com/search?q=stock price ACCENTURE PLC IRELAND"" 
        target=""_blank"">ACCENTURE PLC IRELAND</a>",G1151C101,208896723,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
LENNAR CORP,"<a href=""http://www.google.com/search?q=stock price LENNAR CORP"" 
        target=""_blank"">LENNAR CORP</a>",526057104,207463680,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'SOROS FUND MANAGEMENT LLC']"
RH,"<a href=""http://www.google.com/search?q=stock price RH"" 
        target=""_blank"">RH</a>",74967X103,206979948,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
WALGREENS BOOTS ALLIANCE INC,"<a href=""http://www.google.com/search?q=stock price WALGREENS BOOTS ALLIANCE INC"" 
        target=""_blank"">WALGREENS BOOTS ALLIANCE INC</a>",931427108,206407383,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SEAGATE TECHNOLOGY HLDNGS PL,"<a href=""http://www.google.com/search?q=stock price SEAGATE TECHNOLOGY HLDNGS PL"" 
        target=""_blank"">SEAGATE TECHNOLOGY HLDNGS PL</a>",G7997R103,204205040,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc', 'TWO SIGMA INVESTMENTS, LP']"
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",464287739,202372599,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC']"
FREEPORT-MCMORAN INC,"<a href=""http://www.google.com/search?q=stock price FREEPORT-MCMORAN INC"" 
        target=""_blank"">FREEPORT-MCMORAN INC</a>",35671D857,199891692,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
CISCO SYS INC,"<a href=""http://www.google.com/search?q=stock price CISCO SYS INC"" 
        target=""_blank"">CISCO SYS INC</a>",17275R102,199579260,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SOLAREDGE TECHNOLOGIES INC,"<a href=""http://www.google.com/search?q=stock price SOLAREDGE TECHNOLOGIES INC"" 
        target=""_blank"">SOLAREDGE TECHNOLOGIES INC</a>",83417M104,199527120,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
