nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt,investmentDiscretion,votingAuthority,sshPrnamt,sshPrnamtType,cik,filingDate,reportDate,fund_name,figi,putCall,otherManager
Bank OZK,Option,06417N103,4016000,"{'sshPrnamt': '100000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '100000', 'Shared': '0', 'None': '0'}",100000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,Put,
Beard Energy Transition Acquisition Corp,Warrant,07402Q119,656875,"{'sshPrnamt': '62500', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '62500', 'Shared': '0', 'None': '0'}",62500,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
BHP Group Ltd,ADR,088606108,3615346,"{'sshPrnamt': '60589', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '60589', 'Shared': '0', 'None': '0'}",60589,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Bilander Acquisition Corp,Warrant,09001T114,444490,"{'sshPrnamt': '43749', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '43749', 'Shared': '0', 'None': '0'}",43749,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Biocept Inc,Equity,09072V600,54282,"{'sshPrnamt': '44861', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '44861', 'Shared': '0', 'None': '0'}",44861,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Biora Therapeutics Inc,Equity,74319F305,2375935,"{'sshPrnamt': '617126', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '617126', 'Shared': '0', 'None': '0'}",617126,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
BlackSky Technology Inc,Equity,09263B108,59940,"{'sshPrnamt': '27000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '27000', 'Shared': '0', 'None': '0'}",27000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Blockchain Coinvestors Acquisition Corp I,Warrant,G11765115,28082868,"{'sshPrnamt': '2636889', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '2636889', 'Shared': '0', 'None': '0'}",2636889,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Bluescape Opportunities Acquisition Corp,Warrant,G1195N113,3582930,"{'sshPrnamt': '358293', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '358293', 'Shared': '0', 'None': '0'}",358293,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Bridgetown Holdings Ltd,Warrant,G1355U121,1310801,"{'sshPrnamt': '127634', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '127634', 'Shared': '0', 'None': '0'}",127634,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Brookfield Corp,Equity,11271J107,2357343,"{'sshPrnamt': '70000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '70000', 'Shared': '0', 'None': '0'}",70000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Brookfield Renewable Corp,Equity,11284V105,945600,"{'sshPrnamt': '30000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '30000', 'Shared': '0', 'None': '0'}",30000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Bullfrog AI Holdings Inc,Warrant,12021E117,287470,"{'sshPrnamt': '80750', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '80750', 'Shared': '0', 'None': '0'}",80750,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
C3.ai Inc,Option,12468P104,1821500,"{'sshPrnamt': '50000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '50000', 'Shared': '0', 'None': '0'}",50000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,Put,
CAE Inc,Equity,124765108,2574951,"{'sshPrnamt': '115000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '115000', 'Shared': '0', 'None': '0'}",115000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Camden Property Trust,Equity,133131102,1225332,"{'sshPrnamt': '11255', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '11255', 'Shared': '0', 'None': '0'}",11255,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Cenovus Energy Inc,Equity,15135U109,10024921,"{'sshPrnamt': '590000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '590000', 'Shared': '0', 'None': '0'}",590000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
CF Acquisition Corp VIII,Warrant,12520C117,540105,"{'sshPrnamt': '50149', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '50149', 'Shared': '0', 'None': '0'}",50149,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
CF Industries Holdings Inc,Equity,125269100,694200,"{'sshPrnamt': '10000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '10000', 'Shared': '0', 'None': '0'}",10000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Chain Bridge I,Warrant,G2061X110,525500,"{'sshPrnamt': '50000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '50000', 'Shared': '0', 'None': '0'}",50000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Charles Schwab Corp/The,Equity,808513105,2267200,"{'sshPrnamt': '40000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '40000', 'Shared': '0', 'None': '0'}",40000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Chevron Corp,Equity,166764100,2919157,"{'sshPrnamt': '18552', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '18552', 'Shared': '0', 'None': '0'}",18552,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Chicken Soup For The Soul Entertainment Inc,Warrant,16842Q134,320306,"{'sshPrnamt': '270300', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '270300', 'Shared': '0', 'None': '0'}",270300,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Churchill Capital Corp VII,Warrant,17144M110,7744427,"{'sshPrnamt': '750429', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '750429', 'Shared': '0', 'None': '0'}",750429,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Cloudflare Inc,Bond Convertible,18915MAC1,1704000,"{'sshPrnamt': '2000000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '2000000', 'Shared': '0', 'None': '0'}",2000000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Concord Acquisition Corp III,Warrant,20607V114,130000,"{'sshPrnamt': '12500', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '12500', 'Shared': '0', 'None': '0'}",12500,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Cushman & Wakefield PLC,Equity,G2717B108,1231090,"{'sshPrnamt': '150500', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '150500', 'Shared': '0', 'None': '0'}",150500,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Cyteir Therapeutics Inc,Equity,23284P103,2994321,"{'sshPrnamt': '1151662', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '1151662', 'Shared': '0', 'None': '0'}",1151662,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Digital Realty Trust Inc,Equity,253868103,2915072,"{'sshPrnamt': '25600', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '25600', 'Shared': '0', 'None': '0'}",25600,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Direct Digital Holdings Inc,Warrant,25461T113,2291725,"{'sshPrnamt': '804114', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '804114', 'Shared': '0', 'None': '0'}",804114,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
DISH Network Corp,Bond Convertible,25470MAF6,1331075,"{'sshPrnamt': '2500000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '2500000', 'Shared': '0', 'None': '0'}",2500000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Dune Acquisition Corp,Warrant,265334110,498000,"{'sshPrnamt': '50000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '50000', 'Shared': '0', 'None': '0'}",50000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Edible Garden AG Inc,Warrant,28059P113,63500,"{'sshPrnamt': '50000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '50000', 'Shared': '0', 'None': '0'}",50000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Endeavor Group Holdings Inc,Equity,29260Y109,2152800,"{'sshPrnamt': '90000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '90000', 'Shared': '0', 'None': '0'}",90000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Ensysce Biosciences Inc,Equity,293602405,65270,"{'sshPrnamt': '36261', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '36261', 'Shared': '0', 'None': '0'}",36261,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Esports Entertainment Group Inc,Warrant,29667K132,106200,"{'sshPrnamt': '900000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '900000', 'Shared': '0', 'None': '0'}",900000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
FGI Industries Ltd,Warrant,G3302D111,1281914,"{'sshPrnamt': '740991', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '740991', 'Shared': '0', 'None': '0'}",740991,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Fidelity National Information Services Inc,Equity,31620M106,1094000,"{'sshPrnamt': '20000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '20000', 'Shared': '0', 'None': '0'}",20000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
First Horizon Corp,Equity,320517105,845250,"{'sshPrnamt': '75000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '75000', 'Shared': '0', 'None': '0'}",75000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
First Industrial Realty Trust Inc,Equity,32054K103,4737074,"{'sshPrnamt': '89990', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '89990', 'Shared': '0', 'None': '0'}",89990,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Flex Ltd,Equity,Y2573F102,829200,"{'sshPrnamt': '30000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '30000', 'Shared': '0', 'None': '0'}",30000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Gildan Activewear Inc,Equity,375916103,2257741,"{'sshPrnamt': '70000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '70000', 'Shared': '0', 'None': '0'}",70000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Granite Real Estate Investment Trust,Equity,387437114,3059910,"{'sshPrnamt': '51696', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '51696', 'Shared': '0', 'None': '0'}",51696,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
GSK PLC,ADR,37733W204,2423520,"{'sshPrnamt': '68000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '68000', 'Shared': '0', 'None': '0'}",68000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Hennessy Capital Investment Corp VI,Warrant,42600H116,179376,"{'sshPrnamt': '17483', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '17483', 'Shared': '0', 'None': '0'}",17483,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Highwoods Properties Inc,Equity,431284108,812940,"{'sshPrnamt': '34000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '34000', 'Shared': '0', 'None': '0'}",34000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Hub Cyber Security Ltd,Warrant,M6000J127,47849,"{'sshPrnamt': '101139', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '101139', 'Shared': '0', 'None': '0'}",101139,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
HUT 8 MINING CORP,Equity,44812T102,308936,"{'sshPrnamt': '93617', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '93617', 'Shared': '0', 'None': '0'}",93617,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Iconic Sports Acquisition Corp,Warrant,G4712C115,665625,"{'sshPrnamt': '62500', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '62500', 'Shared': '0', 'None': '0'}",62500,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Imperial Oil Ltd,Equity,453038408,1279641,"{'sshPrnamt': '25000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '25000', 'Shared': '0', 'None': '0'}",25000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Independence Realty Trust Inc,Equity,45378A106,2217374,"{'sshPrnamt': '121700', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '121700', 'Shared': '0', 'None': '0'}",121700,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Innovative International Acquisition Corp,Warrant,G4809M125,817500,"{'sshPrnamt': '75000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '75000', 'Shared': '0', 'None': '0'}",75000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Invesco QQQ Trust Series 1,Option,46090E103,25859400,"{'sshPrnamt': '70000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '70000', 'Shared': '0', 'None': '0'}",70000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,Put,
iShares MSCI Canada ETF,Option,464286509,10497000,"{'sshPrnamt': '300000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '300000', 'Shared': '0', 'None': '0'}",300000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,Put,
iShares U.S. Real Estate ETF,Option,464287739,18173000,"{'sshPrnamt': '210000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '210000', 'Shared': '0', 'None': '0'}",210000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,Put,
iSun Inc,Equity,465246106,71802,"{'sshPrnamt': '179504', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '179504', 'Shared': '0', 'None': '0'}",179504,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
IVERIC bio Inc,Equity,46583P102,4825051,"{'sshPrnamt': '122650', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '122650', 'Shared': '0', 'None': '0'}",122650,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Jaws Mustang Acquisition Corp,Warrant,G50737124,65171993,"{'sshPrnamt': '1175329', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '1175329', 'Shared': '0', 'None': '0'}",1175329,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Kartoon Studios Inc,Equity,37229T509,558685,"{'sshPrnamt': '292505', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '292505', 'Shared': '0', 'None': '0'}",292505,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Landcadia Holdings IV Inc,Warrant,51477A112,1267500,"{'sshPrnamt': '125000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '125000', 'Shared': '0', 'None': '0'}",125000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Leafly Holdings Inc,Warrant,52178J113,10988,"{'sshPrnamt': '37889', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '37889', 'Shared': '0', 'None': '0'}",37889,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
M3-Brigade Acquisition II Corp,Warrant,553800111,6037924,"{'sshPrnamt': '589641', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '589641', 'Shared': '0', 'None': '0'}",589641,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
M3-Brigade Acquisition III Corp,Warrant,55407R111,1393330,"{'sshPrnamt': '133333', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '133333', 'Shared': '0', 'None': '0'}",133333,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Manchester United Plc,Equity,G5784H106,365700,"{'sshPrnamt': '15000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '15000', 'Shared': '0', 'None': '0'}",15000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Marathon Digital Holdings Inc,Bond Convertible,565788AB2,17514560,"{'sshPrnamt': '32000000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '32000000', 'Shared': '0', 'None': '0'}",32000000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
MEI PHARMA INC,Equity,55279B301,4359435,"{'sshPrnamt': '662528', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '662528', 'Shared': '0', 'None': '0'}",662528,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Mosaic Co/The,Equity,61945C103,700000,"{'sshPrnamt': '20000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '20000', 'Shared': '0', 'None': '0'}",20000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Nano Dimension Ltd,ADR,63008G203,47225672,"{'sshPrnamt': '16341063', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '16341063', 'Shared': '0', 'None': '0'}",16341063,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Newcourt Acquisition Corp,Warrant,G6448C129,547500,"{'sshPrnamt': '50000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '50000', 'Shared': '0', 'None': '0'}",50000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Nutrien Ltd,Equity,67077M108,1771621,"{'sshPrnamt': '30000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '30000', 'Shared': '0', 'None': '0'}",30000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Occidental Petroleum Corp,Equity,674599105,22638000,"{'sshPrnamt': '385000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '385000', 'Shared': '0', 'None': '0'}",385000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
OmniAb Inc,Warrant,68218J111,59520,"{'sshPrnamt': '11833', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '11833', 'Shared': '0', 'None': '0'}",11833,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Onfolio Holdings Inc,Warrant,68277K124,242000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Osisko Development Corp,Warrant,68828E114,127290,"{'sshPrnamt': '20833', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '20833', 'Shared': '0', 'None': '0'}",20833,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Paramount Global Inc.,Preferred Convertible,92556H305,699265,"{'sshPrnamt': '30859', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '30859', 'Shared': '0', 'None': '0'}",30859,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
PayPal Holdings Inc,Equity,70450Y103,1668250,"{'sshPrnamt': '25000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '25000', 'Shared': '0', 'None': '0'}",25000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Peloton Interactive Inc,Bond Convertible,70614WAB6,1520000,"{'sshPrnamt': '2000000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '2000000', 'Shared': '0', 'None': '0'}",2000000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Pembina Pipeline Corp,Equity,706327103,1572648,"{'sshPrnamt': '50000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '50000', 'Shared': '0', 'None': '0'}",50000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Phio Pharmaceuticals Corp,Equity,71880W402,64779,"{'sshPrnamt': '22571', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '22571', 'Shared': '0', 'None': '0'}",22571,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
PROLOGIS INC,Equity,74340W103,1914254,"{'sshPrnamt': '15610', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '15610', 'Shared': '0', 'None': '0'}",15610,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
ProShares UltraShort Bloomberg Natural Gas,Option,74347Y813,27725000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,Put,
Pyrophyte Acquisition Corp,Warrant,G7308P127,399750,"{'sshPrnamt': '37500', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '37500', 'Shared': '0', 'None': '0'}",37500,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Rail Vision Ltd,Warrant,M8186D114,121515,"{'sshPrnamt': '238265', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '238265', 'Shared': '0', 'None': '0'}",238265,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Rexford Industrial Realty Inc,Equity,76169C100,2119088,"{'sshPrnamt': '40580', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '40580', 'Shared': '0', 'None': '0'}",40580,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Rio Tinto PLC,ADR,767204100,6384000,"{'sshPrnamt': '100000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '100000', 'Shared': '0', 'None': '0'}",100000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Rogers Communications Inc,Equity,775109200,2738559,"{'sshPrnamt': '60000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '60000', 'Shared': '0', 'None': '0'}",60000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Rose Hill Acquisition Corp,Warrant,G7637J123,291488,"{'sshPrnamt': '24999', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '24999', 'Shared': '0', 'None': '0'}",24999,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
ROYAL BANK OF CANADA,Equity,780087102,1911947,"{'sshPrnamt': '20000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '20000', 'Shared': '0', 'None': '0'}",20000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Seaport Global Acquisition II Corp,Warrant,81221H113,1041000,"{'sshPrnamt': '100000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '100000', 'Shared': '0', 'None': '0'}",100000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Sequans Communications SA,ADR,817323207,758815,"{'sshPrnamt': '340276', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '340276', 'Shared': '0', 'None': '0'}",340276,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
SERITAGE GROWTH PROPERTIES,Equity,81752R100,1818315,"{'sshPrnamt': '203847', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '203847', 'Shared': '0', 'None': '0'}",203847,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Siyata Mobile Inc,Equity,83013Q509,439870,"{'sshPrnamt': '8085848', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '8085848', 'Shared': '0', 'None': '0'}",8085848,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Skeena Resources Ltd,Equity,83056P715,337789,"{'sshPrnamt': '70000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '70000', 'Shared': '0', 'None': '0'}",70000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Smart for Life Inc,Equity,83204U301,463229,"{'sshPrnamt': '601596', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '601596', 'Shared': '0', 'None': '0'}",601596,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Snap Inc,Bond Convertible,83304AAF3,1488620,"{'sshPrnamt': '2000000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '2000000', 'Shared': '0', 'None': '0'}",2000000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
SOLIGENIX INC,Equity,834223505,361855,"{'sshPrnamt': '514144', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '514144', 'Shared': '0', 'None': '0'}",514144,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
SPDR S&P 500 ETF Trust,Option,78462F103,15736440,"{'sshPrnamt': '35500', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '35500', 'Shared': '0', 'None': '0'}",35500,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,Put,
SPDR S&P Homebuilders ETF,Option,78464A888,12045000,"{'sshPrnamt': '150000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '150000', 'Shared': '0', 'None': '0'}",150000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,Put,
Spero Therapeutics Inc,Equity,84833T103,4995050,"{'sshPrnamt': '3444862', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '3444862', 'Shared': '0', 'None': '0'}",3444862,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Spirit Realty Capital Inc,Equity,84860W300,2303730,"{'sshPrnamt': '58500', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '58500', 'Shared': '0', 'None': '0'}",58500,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
SpringBig Holdings Inc,Warrant,85021Q116,22250,"{'sshPrnamt': '50000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '50000', 'Shared': '0', 'None': '0'}",50000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Stratasys Ltd,Equity,M85548101,8061903,"{'sshPrnamt': '453936', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '453936', 'Shared': '0', 'None': '0'}",453936,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Sun Communities Inc,Equity,866674104,1898193,"{'sshPrnamt': '14550', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '14550', 'Shared': '0', 'None': '0'}",14550,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Suncor Energy Inc,Equity,867224107,1614031,"{'sshPrnamt': '55000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '55000', 'Shared': '0', 'None': '0'}",55000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Super Micro Computer Inc,Option,86800U104,4985000,"{'sshPrnamt': '20000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '20000', 'Shared': '0', 'None': '0'}",20000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,Put,
Syneos Health Inc,Equity,87166B102,2317700,"{'sshPrnamt': '55000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '55000', 'Shared': '0', 'None': '0'}",55000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
Tastemaker Acquisition Corp,Warrant,876545112,530000,"{'sshPrnamt': '50000', 'sshPrnamtType': 'SH'}",DFND,"{'Sole': '50000', 'Shared': '0', 'None': '0'}",50000,SH,1491072,2023-08-14,2023-06-30,ANSON FUNDS,,,
